ORDER ID,Order Date,Customer_id,Gender,STATE,Region,category,Subcategory,Product_Name,Quantity,unit price,discount%,FINAL AMOUNT,payment mode,order_source
ORD23455,2024-11-16,CUST2645,Other,Delhi,North,Electronics,Laptops,Laptops Item 599,1,7455,13.78,6427.69,Credit Card,WEB
ORD23456,2024-02-21,CUST9409,Female,Punjab,North,Home & Kitchen,Storage,Storage Item 896,2,47572,10.43,85216.99,UPI,Website
ORD23457,2024-05-31,CUST2739,Other,Gujarat,West,Electronics,,Mobiles Item 974,2,30236,12.01,53210.97,Credit Card,App
ORD23458,2024-12-25,CUST7235,Female,Maharashtra,West,Fashion,Ethnic,Ethnic Item 490,2,30808,22.55,47724.26,UPI,Website
ORD23459,2024-10-06,CUST3055,Female,Telangana,South,Beauty,Haircare,Haircare Item 900,5,17860,21.85,69786.05,,WEB
ORD23460,2024-11-03,CUST7344,,Rajasthan,West,Beauty,Skincare,Skincare Item 845,1,18396,28.85,13087.9,Debit Card,
ORD23461,2024-06-26,CUST1391,Other,Delhi,North,Electronics,Accessories,Accessories Item 719,3,16753,9.63,45416.84,Debit Card,App
ORD23462,2024-09-12,CUST2737,Other,Maharashtra,West,Electronics,Accessories,Accessories Item 887,3,45162,9.88,122093.52,COD,App
ORD23463,2024-01-09,CUST9606,Female,Uttar Pradesh,North,Electronics,Laptops,Laptops Item 517,1,20080,14.73,17121.5,,Website
ORD23464,2024-11-05,CUST9005,Male,Punjab,North,Fashion,Women Wear,Women Wear Item 407,4,44167,21.15,139304.05,COD,App
ORD23465,2024-04-17,CUST6590,Other,Bihar,East,Electronics,,Laptops Item 856,3,46359,13.35,120514.99,Credit Card,App
ORD23466,2024-02-13,CUST6196,Male,Odisha,East,Home & Kitchen,,Appliances Item 455,4,34473,9.75,124445.39,Debit Card,App
ORD23467,2024-10-06,CUST1803,Other,Tamil Nadu,South,Home & Kitchen,Furniture,Furniture Item 877,2,38046,18.65,61901.54,Debit Card,App
ORD23468,2024-02-07,CUST6362,Male,Haryana,North,Beauty,,Haircare Item 183,1,28760,20.5,22862.89,COD,
ORD23469,2024-04-13,CUST9694,Female,Rajasthan,West,Electronics,Laptops,Laptops Item 700,3,31715,7.81,87711.08,,app
ORD23470,2024-06-13,CUST8387,,Gujarat,West,Beauty,,Fragrance Item 914,3,44689,32.57,90408.05,Debit Card,app
ORD23471,2024-04-10,CUST6863,Male,Gujarat,West,Beauty,Skincare,Skincare Item 760,2,48909,25.16,73208.95,UPI,
ORD23472,2024-03-08,CUST4749,Other,Maharashtra,West,Beauty,Skincare,Skincare Item 440,1,7829,21.4,6153.64,Credit Card,Website
ORD23473,2024-11-06,CUST7658,Male,Maharashtra,West,Electronics,,Mobiles Item 537,1,8145,11.96,7170.64,UPI,
ORD23474,2024-02-29,CUST2865,Other,Odisha,East,Electronics,,Audio Item 856,4,30453,9.04,110803.77,COD,Website
ORD23475,2024-12-14,CUST1989,Male,Haryana,North,Fashion,Women Wear,Women Wear Item 238,1,48604,12.54,42510.33,COD,
ORD23476,2024-06-22,CUST7984,Female,Rajasthan,West,Home & Kitchen,Appliances,Appliances Item 609,2,17926,11.54,31714.45,COD,Mobile Web
ORD23477,2024-07-05,CUST2790,,Delhi,North,Beauty,Fragrance,Fragrance Item 210,1,14921,20.08,11925.55,,WEB
ORD23478,2024-05-27,CUST8281,Male,Bihar,East,Home & Kitchen,Appliances,Appliances Item 602,5,1454,19.06,5884.01,COD,app
ORD23479,2024-01-10,CUST2328,Female,Kerala,South,Fashion,Ethnic,Ethnic Item 855,5,10680,13.04,46437.69,Debit Card,App
ORD23480,2024-07-15,CUST1981,Female,Odisha,East,Home & Kitchen,,Appliances Item 196,1,47674,16.61,39756.84,,Website
ORD23481,2024-11-21,CUST8957,,Delhi,North,Electronics,Audio,Audio Item 626,2,7045,9.53,12746.61,COD,
ORD23482,2024-05-22,CUST2869,Other,Odisha,East,Beauty,,Fragrance Item 303,2,22303,27.62,32283.73,COD,App
ORD23483,2024-04-28,CUST9067,Male,Punjab,North,Fashion,,Ethnic Item 242,3,46591,15.94,117486.24,Credit Card,app
ORD23484,2024-03-07,CUST7598,Other,Uttar Pradesh,North,Electronics,Audio,Audio Item 946,1,4441,13.37,3847.44,Debit Card,WEB
ORD23485,2024-06-05,CUST2909,,Rajasthan,West,Beauty,Haircare,Haircare Item 855,2,13995,26.6,20545.23,COD,
ORD23486,2024-12-10,CUST9520,,Haryana,North,Electronics,Mobiles,Mobiles Item 890,5,33230,8.43,152137.9,Debit Card,App
ORD23487,2024-07-01,CUST3076,,Telangana,South,Home & Kitchen,,Storage Item 617,2,35777,9.5,64753.97,COD,Mobile Web
ORD23488,2024-04-17,CUST4669,Other,West Bengal,East,Electronics,Accessories,Accessories Item 638,1,18578,6.4,17388.68,Debit Card,
ORD23489,2024-02-05,CUST4432,Male,Bihar,East,Fashion,Accessories,Accessories Item 390,2,34461,26.04,50975.06,Debit Card,
ORD23490,2024-04-01,CUST3981,Male,Haryana,North,Beauty,Fragrance,Fragrance Item 323,4,28357,42.02,65770.98,UPI,Website
ORD23491,2024-05-30,CUST8713,Other,Rajasthan,West,Fashion,,Accessories Item 173,4,34768,23.39,106539.74,,
ORD23492,2024-02-24,CUST1408,Other,Telangana,South,Beauty,,Makeup Item 759,3,35975,32.27,73100.16,Credit Card,
ORD23493,2024-05-05,CUST1313,,Maharashtra,West,Home & Kitchen,Storage,Storage Item 377,1,12327,7.75,11371.09,Credit Card,
ORD23494,2024-04-16,CUST3957,Other,Maharashtra,West,Fashion,,Men Wear Item 849,5,36194,11.98,159290.19,COD,App
ORD23495,2024-08-10,CUST2834,Other,Odisha,East,Beauty,,Skincare Item 603,1,28262,28.52,20202.61,Credit Card,Website
ORD23496,2024-09-27,CUST7944,Other,Rajasthan,West,Home & Kitchen,,Furniture Item 804,2,31971,11.1,56845.18,,App
ORD23497,2024-05-23,CUST7411,,Telangana,South,Home & Kitchen,,Storage Item 597,4,3566,6.43,13346.6,,WEB
ORD23498,2024-05-22,CUST4716,,Haryana,North,Electronics,,Mobiles Item 393,5,46528,14.57,198748.43,UPI,app
ORD23499,2024-12-27,CUST9131,Male,Odisha,East,Home & Kitchen,,Storage Item 822,5,47302,18.38,193049.86,UPI,
ORD23500,2024-01-01,CUST3053,Female,Tamil Nadu,South,Beauty,Skincare,Skincare Item 551,2,41602,15.73,70116.29,,app
ORD23501,2024-04-26,CUST9366,Male,Delhi,North,Beauty,Skincare,Skincare Item 676,3,49783,34.21,98260.21,UPI,
ORD23502,2024-11-23,CUST6523,Male,Telangana,South,Fashion,Ethnic,Ethnic Item 827,1,32695,16.22,27392.74,Credit Card,WEB
ORD23503,2024-07-22,CUST3422,Male,Uttar Pradesh,North,Home & Kitchen,Storage,Storage Item 607,1,14358,14.12,12330.68,COD,
ORD23504,2024-03-21,CUST1779,Male,Maharashtra,West,Electronics,,Accessories Item 956,5,2794,16.4,11679.05,,Mobile Web
ORD23505,2024-03-27,CUST3250,Other,Gujarat,West,Fashion,,Accessories Item 337,4,6797,19.64,21848.78,Credit Card,Website
ORD23506,2024-02-04,CUST5514,Male,Haryana,North,Fashion,,Men Wear Item 346,2,10404,14.7,17749.18,COD,app
ORD23507,2024-09-22,CUST5725,Male,Uttar Pradesh,North,Electronics,,Accessories Item 873,5,36627,12.07,161027.6,,
ORD23508,2024-09-23,CUST5482,,Uttar Pradesh,North,Electronics,Laptops,Laptops Item 511,4,8857,13.56,30624.33,Debit Card,Website
ORD23509,2024-10-28,CUST4549,Other,Rajasthan,West,Electronics,Mobiles,Mobiles Item 295,3,17412,12.26,45829.66,COD,
ORD23510,2024-06-01,CUST4721,Male,Rajasthan,West,Fashion,,Women Wear Item 142,2,15622,19.1,25276.09,Debit Card,app
ORD23511,2024-12-25,CUST6026,Other,Bihar,East,Home & Kitchen,,Furniture Item 881,1,30586,11.89,26948.33,Credit Card,
ORD23512,2024-02-03,CUST3769,Female,Telangana,South,Electronics,Audio,Audio Item 871,1,48396,14.56,41351.54,Debit Card,App
ORD23513,2024-11-30,CUST5056,Female,Punjab,North,Electronics,Laptops,Laptops Item 619,1,46573,7.93,42879.31,,app
ORD23514,2024-04-26,CUST1691,,Rajasthan,West,Fashion,,Men Wear Item 712,5,36843,15.38,155876.48,,
ORD23515,2024-02-08,CUST5549,,Gujarat,West,Fashion,Men Wear,Men Wear Item 552,1,6056,22.2,4711.46,UPI,WEB
ORD23516,2024-08-30,CUST6864,Male,Odisha,East,Fashion,,Men Wear Item 727,4,47229,26.26,139307.1,Debit Card,Mobile Web
ORD23517,2024-06-22,CUST6367,Female,Rajasthan,West,Fashion,Men Wear,Men Wear Item 388,3,45717,28.72,97756.56,Debit Card,App
ORD23518,2024-10-25,CUST5415,,Maharashtra,West,Home & Kitchen,Furniture,Furniture Item 411,2,44429,16.74,73983.4,,Website
ORD23519,2024-05-05,CUST3060,Male,Punjab,North,Fashion,Ethnic,Ethnic Item 283,4,16109,22.63,49852.26,Debit Card,
ORD23520,2024-03-01,CUST8233,Other,Telangana,South,Home & Kitchen,Furniture,Furniture Item 264,1,10946,19.28,8835.07,UPI,WEB
ORD23521,2024-12-06,CUST6297,Male,Odisha,East,Fashion,Ethnic,Ethnic Item 601,3,28142,21.5,66271.91,Debit Card,
ORD23522,2024-12-13,CUST1068,,West Bengal,East,Beauty,,Skincare Item 144,4,25318,26.09,74850.23,Credit Card,app
ORD23523,2024-09-03,CUST7140,Male,Rajasthan,West,Beauty,,Haircare Item 664,2,16057,15.84,27027.47,UPI,Mobile Web
ORD23524,2024-08-28,CUST5996,Male,Haryana,North,Beauty,Skincare,Skincare Item 692,3,15669,27.57,34046.5,UPI,
ORD23525,2024-04-14,CUST1347,Female,Delhi,North,Electronics,Laptops,Laptops Item 233,1,22619,10.44,20257.35,UPI,app
ORD23526,2024-01-16,CUST5720,Other,Delhi,North,Electronics,Mobiles,Mobiles Item 958,4,44215,6.64,165121.51,COD,WEB
ORD23527,2024-12-19,CUST1003,Male,Tamil Nadu,South,Beauty,,Skincare Item 197,3,2869,24.99,6456.06,Debit Card,app
ORD23528,2024-08-02,CUST7245,,Haryana,North,Fashion,Ethnic,Ethnic Item 243,2,33144,10.74,59170.07,,Website
ORD23529,2024-02-24,CUST1998,Male,Maharashtra,West,Electronics,,Mobiles Item 727,1,5210,6.85,4852.91,Debit Card,
ORD23530,2024-02-06,CUST5723,Female,Telangana,South,Electronics,,Laptops Item 481,1,38766,9.69,35007.77,,
ORD23531,2024-07-25,CUST6911,Female,Karnataka,South,Beauty,Fragrance,Fragrance Item 671,2,5538,19.58,8907.45,UPI,Mobile Web
ORD23532,2024-03-05,CUST9997,Male,Gujarat,West,Electronics,,Mobiles Item 744,5,12419,6.27,58204.11,,Mobile Web
ORD23533,2024-02-22,CUST8322,,Punjab,North,Beauty,,Haircare Item 404,3,38976,19.59,94023.46,Credit Card,
ORD23534,2024-12-01,CUST5171,Male,Rajasthan,West,Electronics,Accessories,Accessories Item 691,5,31791,11.86,140104.17,UPI,Website
ORD23535,2024-07-27,CUST1659,Male,West Bengal,East,Beauty,,Skincare Item 361,5,39762,23.31,152467.17,COD,
ORD23536,2024-04-21,CUST7596,Other,Tamil Nadu,South,Fashion,,Women Wear Item 927,5,39642,24.19,150253.17,Credit Card,
ORD23537,2024-08-28,CUST5677,Male,Telangana,South,Beauty,,Haircare Item 908,4,14207,17.54,46860.11,,app
ORD23538,2024-01-25,CUST8288,Male,Delhi,North,Beauty,Makeup,Makeup Item 930,5,29969,27.19,109108.82,,App
ORD23539,2024-06-29,CUST9986,Male,Tamil Nadu,South,Electronics,Accessories,Accessories Item 867,2,46921,6.93,87340.78,,
ORD23540,2024-04-02,CUST1703,,Gujarat,West,Beauty,Fragrance,Fragrance Item 204,1,36760,35.33,23772.06,COD,Website
ORD23541,2024-03-14,CUST7341,Female,Karnataka,South,Fashion,Accessories,Accessories Item 987,5,13177,23.79,50212.11,Credit Card,Website
ORD23542,2024-02-03,CUST7719,Other,Telangana,South,Electronics,,Laptops Item 709,5,41614,13.96,179017.8,,
ORD23543,2024-10-29,CUST4777,Female,Odisha,East,Electronics,,Accessories Item 603,5,26010,11.78,114736.33,Credit Card,
ORD23544,2024-11-22,CUST9537,,Punjab,North,Fashion,,Accessories Item 217,2,32396,19.67,52050.27,COD,Mobile Web
ORD23545,2024-11-26,CUST6606,Female,Telangana,South,Beauty,,Haircare Item 515,1,39201,17.31,32414.82,COD,App
ORD23546,2024-05-25,CUST7929,Female,West Bengal,East,Electronics,,Mobiles Item 168,2,35880,6.09,67392.21,Debit Card,
ORD23547,2024-10-29,CUST4624,Female,West Bengal,East,Fashion,Women Wear,Women Wear Item 304,2,45376,33.51,60343.9,COD,WEB
ORD23548,2024-12-01,CUST3272,Other,Rajasthan,West,Beauty,,Fragrance Item 319,5,29374,15.17,124596.21,COD,WEB
ORD23549,2024-02-29,CUST8779,,Kerala,South,Home & Kitchen,Furniture,Furniture Item 689,4,17092,15.52,57754.33,UPI,Website
ORD23550,2024-10-20,CUST1076,Other,Maharashtra,West,Fashion,Women Wear,Women Wear Item 462,2,31536,38.45,38818.92,Debit Card,App
ORD23551,2024-09-29,CUST7759,Other,Tamil Nadu,South,Beauty,,Makeup Item 347,2,48396,23.2,74335.19,Debit Card,App
ORD23552,2024-11-23,CUST6330,Other,Haryana,North,Home & Kitchen,Appliances,Appliances Item 608,5,26408,7.75,121812.02,COD,
ORD23553,2024-07-31,CUST7932,Other,West Bengal,East,Electronics,,Laptops Item 820,5,41992,6.04,197270.29,Credit Card,
ORD23554,2024-10-29,CUST8598,Male,Odisha,East,Beauty,Fragrance,Fragrance Item 465,3,32152,21.72,75506.05,Debit Card,
ORD23555,2024-08-18,CUST6001,,Uttar Pradesh,North,Electronics,,Mobiles Item 630,1,38806,11.2,34459.28,COD,Website
ORD23556,2024-03-10,CUST3428,Male,Uttar Pradesh,North,Home & Kitchen,Storage,Storage Item 534,1,14432,13.53,12479.54,,App
ORD23557,2024-01-01,CUST8909,,Rajasthan,West,Electronics,Audio,Audio Item 275,4,34897,7.1,129682.28,Credit Card,app
ORD23558,2024-12-13,CUST3201,Other,West Bengal,East,Fashion,,Accessories Item 812,5,10213,22.08,39788.52,UPI,
ORD23559,2024-12-04,CUST3049,Male,Kerala,South,Home & Kitchen,,Furniture Item 606,3,25739,6.28,72367.07,Debit Card,app
ORD23560,2024-10-04,CUST1622,Male,Gujarat,West,Beauty,Haircare,Haircare Item 676,3,47719,33.04,95854.42,Debit Card,app
ORD23561,2024-07-23,CUST4361,Female,Karnataka,South,Beauty,Haircare,Haircare Item 912,1,47536,20.89,37607.7,Debit Card,Website
ORD23562,2024-05-31,CUST1973,Male,Gujarat,West,Electronics,Mobiles,Mobiles Item 767,2,14789,13.35,25630.5,Credit Card,App
ORD23563,2024-04-04,CUST9205,Male,Odisha,East,Fashion,,Ethnic Item 899,4,11330,37.13,28491.71,Credit Card,
ORD23564,2024-04-27,CUST9108,Male,Tamil Nadu,South,Home & Kitchen,Decor,Decor Item 469,4,17152,19.2,55434.69,COD,
ORD23565,2024-05-19,CUST3332,Female,Uttar Pradesh,North,Electronics,,Accessories Item 104,5,21987,6.67,102601.52,COD,
ORD23566,2024-10-31,CUST8625,Male,Haryana,North,Electronics,,Accessories Item 505,4,38914,8.92,141768.46,,App
ORD23567,2024-05-24,CUST9458,Female,Karnataka,South,Electronics,,Laptops Item 732,4,36027,5.05,136833.45,COD,Mobile Web
ORD23568,2024-06-06,CUST4880,Female,Haryana,North,Electronics,Mobiles,Mobiles Item 740,1,22436,7.53,20746.4,UPI,Website
ORD23569,2024-12-11,CUST2438,Male,Delhi,North,Home & Kitchen,,Appliances Item 603,1,31590,16.96,26232.93,Debit Card,
ORD23570,2024-11-12,CUST8210,Female,Delhi,North,Fashion,Accessories,Accessories Item 842,2,48675,18.93,78926.43,UPI,Website
ORD23571,2024-08-23,CUST9461,Other,Delhi,North,Beauty,,Skincare Item 341,4,12115,28.25,34768.49,,
ORD23572,2024-09-28,CUST3515,Other,Karnataka,South,Electronics,,Audio Item 906,2,40896,14.19,70184.29,,Mobile Web
ORD23573,2024-09-06,CUST4408,Female,Uttar Pradesh,North,Fashion,,Accessories Item 525,2,42597,14.08,73194.66,Credit Card,Website
ORD23574,2024-12-18,CUST2954,Male,Gujarat,West,Beauty,,Makeup Item 646,4,12052,18.63,39227.41,Credit Card,App
ORD23575,2024-10-28,CUST5041,Female,Odisha,East,Fashion,Men Wear,Men Wear Item 892,4,22776,28.96,64721.0,,Mobile Web
ORD23576,2024-05-28,CUST1301,Other,Telangana,South,Home & Kitchen,Appliances,Appliances Item 397,4,3074,18.46,10026.75,COD,Mobile Web
ORD23577,2024-04-20,CUST4566,Male,Odisha,East,Beauty,,Skincare Item 504,2,42428,15.64,71585.41,Debit Card,Mobile Web
ORD23578,2024-12-21,CUST4183,Other,Gujarat,West,Beauty,,Skincare Item 274,2,44412,24.61,66963.65,,app
ORD23579,2024-05-14,CUST4857,Other,Uttar Pradesh,North,Beauty,,Haircare Item 499,1,30865,28.6,22038.03,COD,Mobile Web
ORD23580,2024-10-07,CUST3450,Male,Haryana,North,Fashion,Men Wear,Men Wear Item 633,2,43120,11.94,75942.51,Debit Card,app
ORD23581,2024-01-01,CUST6331,Male,Odisha,East,Beauty,Skincare,Skincare Item 869,5,34115,31.17,117400.2,,app
ORD23582,2024-09-25,CUST9787,Male,Gujarat,West,Home & Kitchen,Decor,Decor Item 962,3,46718,13.01,121914.33,UPI,
ORD23583,2024-01-12,CUST2608,Male,Maharashtra,West,Electronics,,Mobiles Item 183,3,6259,13.21,16295.89,UPI,
ORD23584,2024-01-07,CUST2848,Male,Delhi,North,Electronics,Accessories,Accessories Item 518,4,3794,7.82,13988.86,COD,
ORD23585,2024-02-08,CUST8451,Female,Maharashtra,West,Home & Kitchen,Storage,Storage Item 408,2,16401,9.84,29575.2,COD,
ORD23586,2024-12-29,CUST6885,Male,Telangana,South,Fashion,,Men Wear Item 379,2,12174,26.33,17937.7,UPI,WEB
ORD23587,2024-09-16,CUST9927,Other,Telangana,South,Electronics,,Mobiles Item 957,2,39758,9.98,71578.72,Credit Card,
ORD23588,2024-11-24,CUST1193,Male,Telangana,South,Fashion,,Men Wear Item 471,5,9263,25.61,34454.06,Credit Card,app
ORD23589,2024-06-05,CUST1679,,Tamil Nadu,South,Beauty,Fragrance,Fragrance Item 398,2,21216,21.75,33204.84,Debit Card,Mobile Web
ORD23590,2024-01-22,CUST6909,Male,Haryana,North,Electronics,,Audio Item 912,5,26648,9.77,120220.09,UPI,
ORD23591,2024-10-12,CUST7196,Other,Maharashtra,West,Beauty,Skincare,Skincare Item 610,1,5800,26.2,4280.15,Debit Card,app
ORD23592,2024-11-22,CUST4917,Other,Telangana,South,Fashion,Ethnic,Ethnic Item 678,1,7481,15.21,6343.51,Debit Card,Mobile Web
ORD23593,2024-04-30,CUST7288,Female,Tamil Nadu,South,Fashion,Men Wear,Men Wear Item 849,1,37879,20.72,30031.89,,
ORD23594,2024-06-18,CUST7948,Female,Kerala,South,Beauty,,Makeup Item 736,2,20190,18.33,32979.35,UPI,Mobile Web
ORD23595,2024-03-20,CUST3648,Male,Uttar Pradesh,North,Fashion,Accessories,Accessories Item 961,2,49453,15.72,83356.31,COD,WEB
ORD23596,2024-11-25,CUST9974,Other,Rajasthan,West,Home & Kitchen,Furniture,Furniture Item 612,1,29240,12.37,25622.57,UPI,
ORD23597,2024-11-06,CUST5661,Other,Punjab,North,Home & Kitchen,Decor,Decor Item 946,4,47850,8.82,174519.11,COD,app
ORD23598,2024-03-18,CUST9161,,Odisha,East,Electronics,,Mobiles Item 220,3,20137,20.18,48218.8,COD,Website
ORD23599,2024-08-27,CUST4002,Male,West Bengal,East,Home & Kitchen,Appliances,Appliances Item 841,1,20759,13.58,17939.54,,
ORD23600,2024-03-15,CUST1840,Male,Tamil Nadu,South,Electronics,,Mobiles Item 394,4,35975,15.93,120981.75,UPI,app
ORD23601,2024-04-11,CUST3347,Male,Bihar,East,Beauty,Haircare,Haircare Item 624,1,29232,31.57,20004.32,,
ORD23602,2024-09-17,CUST4886,Female,Karnataka,South,Fashion,,Accessories Item 128,2,4343,19.13,7023.94,COD,App
ORD23603,2024-07-28,CUST9652,Male,West Bengal,East,Beauty,,Fragrance Item 264,1,2590,29.6,1823.28,,app
ORD23604,2024-01-30,CUST5001,Other,West Bengal,East,Electronics,Accessories,Accessories Item 233,1,48134,12.6,42069.31,UPI,
ORD23605,2024-07-23,CUST4252,Other,Odisha,East,Home & Kitchen,Appliances,Appliances Item 567,5,29037,18.7,118034.63,UPI,WEB
ORD23606,2024-12-20,CUST6533,Female,Odisha,East,Home & Kitchen,Decor,Decor Item 812,1,10064,12.26,8830.43,COD,Website
ORD23607,2024-11-04,CUST1385,Male,Odisha,East,Home & Kitchen,Storage,Storage Item 813,2,29295,11.18,52041.63,Credit Card,App
ORD23608,2024-11-03,CUST4073,Male,West Bengal,East,Electronics,Laptops,Laptops Item 598,1,3276,10.08,2945.64,Debit Card,Mobile Web
ORD23609,2024-06-20,CUST9604,Male,Odisha,East,Fashion,,Accessories Item 206,3,42336,11.08,112940.51,COD,app
ORD23610,2024-09-10,CUST2548,Other,Delhi,North,Home & Kitchen,Decor,Decor Item 821,2,607,16.3,1016.16,UPI,App
ORD23611,2024-04-04,CUST1008,Female,Rajasthan,West,Beauty,,Haircare Item 412,2,17335,27.65,25084.62,UPI,
ORD23612,2024-05-22,CUST5255,Male,Punjab,North,Electronics,Audio,Audio Item 810,1,20767,14.22,17813.97,Credit Card,app
ORD23613,2024-10-12,CUST9950,Female,West Bengal,East,Fashion,,Accessories Item 323,1,17482,13.49,15124.35,Credit Card,WEB
ORD23614,2024-09-12,CUST5262,,Punjab,North,Home & Kitchen,,Furniture Item 243,5,17159,11.52,75907.88,UPI,App
ORD23615,2024-09-22,CUST4627,Female,Kerala,South,Electronics,,Accessories Item 519,1,22165,9.0,20170.73,UPI,Mobile Web
ORD23616,2024-06-24,CUST1478,,Delhi,North,Home & Kitchen,,Decor Item 547,1,14021,5.92,13190.76,Credit Card,WEB
ORD23617,2024-08-16,CUST6114,Female,Kerala,South,Electronics,Mobiles,Mobiles Item 326,4,44979,9.8,162288.22,Debit Card,App
ORD23618,2024-07-06,CUST6201,Other,Delhi,North,Home & Kitchen,,Decor Item 687,2,33287,10.6,59519.94,COD,app
ORD23619,2024-11-20,CUST5619,Male,Delhi,North,Beauty,,Skincare Item 743,1,35569,24.62,26810.63,Debit Card,app
ORD23620,2024-01-29,CUST3041,Male,Gujarat,West,Fashion,Ethnic,Ethnic Item 985,1,22248,28.37,15936.43,COD,Website
ORD23621,2024-03-10,CUST8313,,Uttar Pradesh,North,Beauty,Haircare,Haircare Item 356,3,17981,44.39,29999.59,COD,
ORD23622,2024-01-08,CUST6839,Female,Haryana,North,Fashion,,Women Wear Item 971,3,14751,29.25,31306.79,,
ORD23623,2024-03-08,CUST3231,,Haryana,North,Home & Kitchen,,Storage Item 171,3,34599,17.47,85662.47,UPI,app
ORD23624,2024-05-22,CUST4190,Male,Karnataka,South,Electronics,,Mobiles Item 864,5,36213,8.97,164815.16,,app
ORD23625,2024-08-24,CUST7005,Other,Punjab,North,Home & Kitchen,Decor,Decor Item 240,1,4099,6.95,3814.3,,
ORD23626,2024-06-06,CUST5724,,Gujarat,West,Fashion,,Ethnic Item 988,5,17660,16.0,74168.73,UPI,
ORD23627,2024-08-28,CUST8725,Other,Maharashtra,West,Home & Kitchen,Storage,Storage Item 911,5,26119,11.19,115982.86,COD,Mobile Web
ORD23628,2024-04-27,CUST3545,,Uttar Pradesh,North,Beauty,,Fragrance Item 126,5,33599,16.45,140362.32,Credit Card,
ORD23629,2024-03-18,CUST7881,Other,Kerala,South,Electronics,,Accessories Item 468,2,28870,18.2,47229.53,,Website
ORD23630,2024-08-09,CUST8517,Female,Maharashtra,West,Beauty,Makeup,Makeup Item 783,1,35093,16.87,29173.53,Debit Card,App
ORD23631,2024-03-17,CUST1572,Male,Kerala,South,Beauty,,Fragrance Item 504,3,6270,46.96,9977.63,,Mobile Web
ORD23632,2024-03-11,CUST1120,Female,Gujarat,West,Fashion,,Accessories Item 140,4,7499,37.01,18894.82,,Mobile Web
ORD23633,2024-04-20,CUST8813,Other,Uttar Pradesh,North,Beauty,,Fragrance Item 451,4,48796,18.3,159455.79,,WEB
ORD23634,2024-04-16,CUST5241,Male,Telangana,South,Electronics,Audio,Audio Item 253,3,4698,13.71,12161.06,,WEB
ORD23635,2024-04-10,CUST4277,Female,Telangana,South,Beauty,Makeup,Makeup Item 607,4,5965,26.72,17484.45,,
ORD23636,2024-09-17,CUST9682,Other,Kerala,South,Electronics,Mobiles,Mobiles Item 784,4,31730,14.74,108211.44,Credit Card,app
ORD23637,2024-01-28,CUST3247,Male,Karnataka,South,Electronics,,Accessories Item 572,4,2671,12.43,9356.28,,
ORD23638,2024-07-16,CUST9244,Female,Delhi,North,Fashion,Accessories,Accessories Item 385,1,7928,11.53,7014.08,,Mobile Web
ORD23639,2024-11-16,CUST3411,Female,Karnataka,South,Home & Kitchen,,Decor Item 843,3,14471,14.54,37101.89,Debit Card,
ORD23640,2024-08-24,CUST9259,Male,Maharashtra,West,Beauty,,Haircare Item 467,2,7205,15.33,12201.4,Credit Card,Website
ORD23641,2024-12-25,CUST8861,Other,Karnataka,South,Beauty,Fragrance,Fragrance Item 117,3,24404,27.31,53216.29,Debit Card,App
ORD23642,2024-01-27,CUST1736,Other,Rajasthan,West,Home & Kitchen,Storage,Storage Item 870,2,31109,6.8,57985.9,UPI,Website
ORD23643,2024-08-09,CUST9108,,Tamil Nadu,South,Home & Kitchen,Storage,Storage Item 984,5,12689,10.8,56593.76,Debit Card,WEB
ORD23644,2024-07-30,CUST7438,Female,Odisha,East,Fashion,,Ethnic Item 695,5,31728,18.07,129975.67,Credit Card,Mobile Web
ORD23645,2024-11-20,CUST3334,Male,Maharashtra,West,Beauty,Makeup,Makeup Item 447,5,42707,22.18,166165.79,Credit Card,Mobile Web
ORD23646,2024-10-24,CUST8938,Other,Punjab,North,Home & Kitchen,,Furniture Item 295,3,2419,27.29,5276.41,UPI,App
ORD23647,2024-12-04,CUST5601,,Delhi,North,Beauty,Fragrance,Fragrance Item 285,5,25324,31.17,87153.83,,Mobile Web
ORD23648,2024-07-22,CUST5899,Male,Rajasthan,West,Fashion,,Men Wear Item 864,5,1619,16.19,6784.37,Credit Card,App
ORD23649,2024-01-18,CUST4739,Male,Haryana,North,Electronics,,Laptops Item 885,3,45902,7.22,127759.15,UPI,Mobile Web
ORD23650,2024-10-25,CUST4251,Other,Kerala,South,Electronics,,Mobiles Item 808,3,8625,17.31,21394.89,Debit Card,Mobile Web
ORD23651,2024-07-17,CUST8936,,Tamil Nadu,South,Fashion,,Women Wear Item 266,5,35044,21.1,138253.04,Credit Card,Website
ORD23652,2024-09-07,CUST4789,Other,Odisha,East,Home & Kitchen,Storage,Storage Item 879,1,43137,8.51,39466.39,COD,WEB
ORD23653,2024-12-01,CUST1180,,Maharashtra,West,Fashion,Men Wear,Men Wear Item 185,3,42386,11.26,112834.31,,Website
ORD23654,2024-10-14,CUST4275,Other,Kerala,South,Electronics,,Mobiles Item 713,2,26544,13.01,46179.71,UPI,Website
ORD23655,2024-11-27,CUST1206,Other,Tamil Nadu,South,Beauty,,Fragrance Item 654,1,26364,24.38,19935.46,Debit Card,Website
ORD23656,2024-06-08,CUST8912,Other,Delhi,North,Beauty,Skincare,Skincare Item 384,1,1066,16.36,891.65,Debit Card,WEB
ORD23657,2024-12-30,CUST4826,Male,West Bengal,East,Beauty,Skincare,Skincare Item 786,3,16606,28.26,35741.78,,
