order_id,order_date,cust_id,gender,state,region,category,sub_category,product_name,quantity,unit_price,discount_pct,final_amount,payment_mode
ORD19047,2024-09-10,CUST3326,Female,Haryana,North,Fashion,Unknown,Men Wear 297,3,14487,23.6,33202.43,Debit Card
ORD19048,2024-01-27,CUST9880,Male,Punjab,North,Electronics,Unknown,Mobile Phones 212,4,7077,10.93,25213.15,Debit Card
ORD19049,2024-12-28,CUST5783,Unknown,Tamil Nadu,South,Home & Kitchen,Unknown,Item 815,1,14350,18.64,11675.35,Credit Card
ORD19050,2024-07-25,CUST6192,Female,Punjab,North,Beauty,Unknown,Item 452,3,33323,26.57,73409.56,COD
ORD19051,2024-08-20,CUST2038,Male,West Bengal,East,Home & Kitchen,Home Decor,Decor 910,3,5466,15.28,13892.62,COD
ORD19052,2024-10-14,CUST3264,Other,Maharashtra,West,Home & Kitchen,Furniture,Furniture 308,5,25980,19.37,104739.16,Debit Card
ORD19053,2024-02-06,CUST5481,Male,Delhi,North,Electronics,Mobile,Mobiles 488,1,23072,6.2,21641.13,COD
ORD19054,2024-12-24,CUST8115,Female,Delhi,North,Beauty,Hair Care,Haircare 975,5,29195,25.39,108917.99,Unknown
ORD19055,2024-04-23,CUST4833,Male,West Bengal,East,Home & Kitchen,Appliances,Appliances 718,1,43099,9.71,38913.16,COD
ORD19056,2024-10-28,CUST4875,Male,Haryana,North,Beauty,Skin Care,Skincare 662,4,35905,44.97,79030.73,COD
ORD19057,2024-06-05,CUST2682,Male,Delhi,North,Beauty,Unknown,Item 242,2,20114,23.11,30930.33,Debit Card
ORD19058,2024-12-12,CUST7644,Unknown,Delhi,North,Fashion,Unknown,Men Wear 598,2,42867,10.33,76878.99,UPI
ORD19059,2024-06-29,CUST2295,Male,Haryana,North,Fashion,Ethnic,Ethnic 805,1,40591,27.85,29287.5,COD
ORD19060,2024-08-09,CUST7900,Male,Haryana,North,Fashion,Women Wear,Women Wear 864,2,32232,11.03,57352.67,COD
ORD19061,2024-12-17,CUST3583,Female,Haryana,North,Home & Kitchen,Unknown,decor_items 893,2,39765,5.22,75377.43,Credit Card
ORD19062,2024-12-11,CUST3625,Male,Delhi,North,Beauty,Skin Care,Skincare 924,2,39865,19.59,64110.85,Credit Card
ORD19063,2024-06-27,CUST4617,Other,Maharashtra,West,Home & Kitchen,Appliances,Appliances 311,2,37767,16.46,63101.33,COD
ORD19064,2024-03-19,CUST8883,Unknown,Tamil Nadu,South,Home & Kitchen,Furniture,Furniture 319,1,2176,14.12,1868.66,Credit Card
ORD19065,2024-04-19,CUST2043,Female,West Bengal,East,Home & Kitchen,Appliances,Appliances 270,1,30946,14.34,26508.9,Debit Card
ORD19066,2024-12-16,CUST5398,Other,Maharashtra,West,Fashion,Unknown,Men Wear 525,4,32186,13.9,110854.84,Debit Card
ORD19067,2024-12-20,CUST9065,Female,Punjab,North,Beauty,Skin Care,Skincare 280,5,37309,34.31,122542.95,Credit Card
ORD19068,2024-02-07,CUST4599,Female,Punjab,North,Home & Kitchen,Unknown,Item 576,2,23354,5.88,43960.94,UPI
ORD19069,2024-05-23,CUST5245,Unknown,Tamil Nadu,South,Beauty,Hair Care,Haircare 786,5,19605,21.84,76612.14,COD
ORD19070,2024-08-27,CUST8738,Unknown,Haryana,North,Electronics,Unknown,Mobile Phones 412,3,45284,7.04,126284.75,Debit Card
ORD19071,2024-12-07,CUST3396,Female,West Bengal,East,Beauty,Makeup,Makeup 878,3,30810,27.76,66770.5,Unknown
ORD19072,2024-03-08,CUST8883,Male,Maharashtra,West,Home & Kitchen,Furniture,Furniture 706,2,40117,7.12,74520.31,Credit Card
ORD19073,2024-05-26,CUST1669,Male,Delhi,North,Beauty,Makeup,Makeup 119,1,22332,16.32,18688.51,Credit Card
ORD19074,2024-07-18,CUST6044,Female,West Bengal,East,Beauty,Makeup,Makeup 164,3,1947,25.2,4368.91,UPI
ORD19075,2024-08-08,CUST9577,Male,Tamil Nadu,South,Fashion,Unknown,Men Wear 625,4,28907,16.82,96181.03,Credit Card
ORD19076,2024-11-16,CUST5670,Female,Tamil Nadu,South,Electronics,Unknown,Mobile Phones 260,5,25841,8.98,117606.42,Debit Card
ORD19077,2024-07-08,CUST6965,Female,Tamil Nadu,South,Fashion,Women Wear,Women Wear 806,4,2918,19.03,9451.32,Debit Card
ORD19078,2024-06-14,CUST3785,Female,Haryana,North,Beauty,Unknown,Item 937,1,26936,23.4,20631.67,Unknown
ORD19079,2024-09-21,CUST4670,Female,Haryana,North,Home & Kitchen,Home Decor,Decor 195,5,49271,11.56,217885.19,Debit Card
ORD19080,2024-12-26,CUST7764,Other,Haryana,North,Beauty,Skin Care,skin_care 286,3,7266,27.34,15838.0,Debit Card
ORD19081,2024-08-02,CUST6218,Unknown,Haryana,North,Home & Kitchen,Home Decor,Decor 571,3,32943,19.02,80031.38,COD
ORD19082,2024-05-11,CUST1528,Male,Punjab,North,Beauty,Skin Care,Skincare 909,2,7574,30.69,10498.56,UPI
ORD19083,2024-01-29,CUST4231,Female,Delhi,North,Electronics,Mobile,mobiles 882,1,15416,5.72,14533.77,Credit Card
ORD19084,2024-08-22,CUST1945,Female,Tamil Nadu,South,Electronics,Mobile,mobiles 255,2,43807,6.33,82070.21,Debit Card
ORD19085,2024-01-05,CUST1296,Female,Haryana,North,Beauty,Skin Care,skin_care 248,2,26622,23.21,40886.92,Credit Card
ORD19086,2024-03-19,CUST3315,Female,Haryana,North,Home & Kitchen,Furniture,Furniture 161,2,43199,19.92,69185.58,Credit Card
ORD19087,2024-06-29,CUST3081,Female,Maharashtra,West,Beauty,Hair Care,Haircare 459,4,7984,28.73,22759.97,Credit Card
ORD19088,2024-03-23,CUST9627,Male,Maharashtra,West,Electronics,Mobile,mobiles 895,5,40356,16.61,168255.83,COD
ORD19089,2024-05-17,CUST5358,Female,Haryana,North,Electronics,Unknown,Item 565,4,17890,9.09,65055.71,Credit Card
ORD19090,2024-06-17,CUST6587,Male,Haryana,North,Home & Kitchen,Furniture,Furniture 113,2,24916,7.8,45946.29,Debit Card
ORD19091,2024-05-30,CUST4411,Unknown,Tamil Nadu,South,Electronics,Mobile,Mobiles 309,1,30875,14.25,26474.67,Credit Card
ORD19092,2024-02-21,CUST9978,Female,Maharashtra,West,Home & Kitchen,Furniture,Furniture 191,5,19806,12.18,86971.27,COD
ORD19093,2024-06-12,CUST4437,Male,Maharashtra,West,Home & Kitchen,Unknown,decor_items 293,1,1983,6.08,1862.4,Debit Card
ORD19094,2024-01-15,CUST2123,Male,Delhi,North,Home & Kitchen,Furniture,Furniture 574,1,27259,5.47,25769.07,Unknown
ORD19095,2024-11-08,CUST2545,Female,West Bengal,East,Fashion,Men Wear,mens_wear 721,5,30179,29.13,106938.08,Credit Card
ORD19096,2024-05-11,CUST2227,Female,Tamil Nadu,South,Beauty,Unknown,Item 880,3,43587,23.79,99646.84,Debit Card
ORD19097,2024-10-08,CUST6015,Male,Delhi,North,Electronics,Mobile,Mobiles 354,5,1307,12.64,5708.77,Debit Card
ORD19098,2024-07-14,CUST2596,Male,Delhi,North,Beauty,Hair Care,Haircare 394,2,36866,28.83,52472.92,Debit Card
ORD19099,2024-11-13,CUST7849,Male,Haryana,North,Beauty,Hair Care,Haircare 517,1,7730,28.57,5521.3,Debit Card
ORD19100,2024-07-11,CUST3325,Male,Tamil Nadu,South,Electronics,Accessories,Accessories 224,1,34502,9.59,31191.88,Debit Card
ORD19101,2024-09-19,CUST7150,Male,Haryana,North,Home & Kitchen,Appliances,Appliances 792,3,20220,9.72,54766.02,Unknown
ORD19102,2024-03-21,CUST9695,Female,Haryana,North,Fashion,Ethnic,Ethnic 217,4,20315,28.58,58036.85,Debit Card
ORD19103,2024-06-28,CUST7448,Female,Delhi,North,Beauty,Hair Care,Haircare 307,2,5589,19.28,9023.22,UPI
ORD19104,2024-09-08,CUST4413,Female,Tamil Nadu,South,Home & Kitchen,Furniture,Furniture 592,4,15731,10.71,56186.01,Unknown
ORD19105,2024-05-08,CUST7305,Male,Delhi,North,Fashion,Men Wear,mens_wear 816,4,30227,10.81,107842.06,COD
ORD19106,2024-07-21,CUST2335,Female,Delhi,North,Fashion,Men Wear,mens_wear 110,2,41553,27.97,59858.62,Debit Card
ORD19107,2024-10-29,CUST9980,Male,Tamil Nadu,South,Electronics,Mobile,mobiles 343,2,34179,14.94,58142.44,Debit Card
ORD19108,2024-07-24,CUST3362,Male,Delhi,North,Electronics,Mobile,Mobiles 518,1,40208,11.96,35399.27,UPI
ORD19109,2024-02-13,CUST7616,Male,West Bengal,East,Home & Kitchen,Unknown,Item 407,4,30011,16.38,100381.52,Unknown
ORD19110,2024-02-26,CUST4623,Male,Haryana,North,Home & Kitchen,Unknown,Item 312,2,30546,17.01,50702.86,Debit Card
ORD19111,2024-08-03,CUST3816,Male,West Bengal,East,Fashion,Ethnic,Ethnic 828,5,36621,25.06,137212.03,Unknown
ORD19112,2024-07-16,CUST9806,Male,Delhi,North,Electronics,Accessories,Accessories 457,3,1130,11.48,3000.95,Debit Card
ORD19113,2024-12-12,CUST9269,Unknown,Tamil Nadu,South,Beauty,Hair Care,Haircare 961,3,22222,23.39,51069.94,Unknown
ORD19114,2024-07-30,CUST4566,Male,Delhi,North,Fashion,Ethnic,Ethnic 882,2,49753,15.04,84540.79,Unknown
ORD19115,2024-03-26,CUST5610,Female,Haryana,North,Beauty,Unknown,Item 104,4,48690,23.61,148776.23,COD
ORD19116,2024-06-21,CUST2589,Male,Tamil Nadu,South,Electronics,Accessories,Accessories 984,2,27533,14.04,47336.44,COD
ORD19117,2024-04-02,CUST9224,Other,Haryana,North,Home & Kitchen,Appliances,Appliances 869,1,23729,19.75,19042.81,UPI
ORD19118,2024-09-09,CUST4407,Unknown,Punjab,North,Fashion,Unknown,Men Wear 178,2,41787,23.15,64228.56,UPI
ORD19119,2024-03-15,CUST9732,Unknown,Tamil Nadu,South,Home & Kitchen,Home Decor,Decor 247,4,39972,20.8,126624.78,Credit Card
ORD19120,2024-04-02,CUST3198,Unknown,Haryana,North,Electronics,Unknown,Item 468,3,3871,19.89,9302.86,COD
ORD19121,2024-09-09,CUST7651,Other,Punjab,North,Home & Kitchen,Furniture,Furniture 639,5,43019,6.87,200309.76,COD
ORD19122,2024-07-02,CUST4863,Female,Tamil Nadu,South,Beauty,Unknown,Item 666,5,30717,30.01,107498.29,UPI
ORD19123,2024-03-27,CUST6178,Male,Maharashtra,West,Electronics,Accessories,Accessories 656,3,26404,14.55,67684.36,Unknown
ORD19124,2024-03-05,CUST8372,Male,West Bengal,East,Beauty,Skin Care,skin_care 532,2,14853,25.36,22173.28,Unknown
ORD19125,2024-10-28,CUST6959,Female,Maharashtra,West,Beauty,Skin Care,skin_care 176,1,14575,25.13,10912.08,Debit Card
ORD19126,2024-10-18,CUST8589,Female,Delhi,North,Fashion,Ethnic,Ethnic 161,3,40040,31.89,81817.83,Debit Card
ORD19127,2024-01-13,CUST5222,Other,Tamil Nadu,South,Electronics,Mobile,Mobiles 170,5,41951,10.85,186990.22,Credit Card
ORD19128,2024-04-04,CUST3756,Male,Haryana,North,Beauty,Skin Care,skin_care 124,5,6973,39.81,20985.46,COD
ORD19129,2024-02-15,CUST6998,Female,Maharashtra,West,Fashion,Men Wear,mens_wear 367,4,39983,12.0,140734.54,Credit Card
ORD19130,2024-09-22,CUST9308,Unknown,Punjab,North,Beauty,Skin Care,Skincare 259,4,42450,27.06,123855.96,Credit Card
ORD19131,2024-08-24,CUST4637,Other,Punjab,North,Fashion,Unknown,Item 582,1,21025,26.35,15484.54,COD
ORD19132,2024-01-25,CUST7759,Female,Delhi,North,Fashion,Men Wear,mens_wear 313,3,30811,15.65,77970.71,Credit Card
ORD19133,2024-03-22,CUST5384,Other,West Bengal,East,Home & Kitchen,Unknown,decor_items 442,5,2949,14.84,12556.39,Debit Card
ORD19134,2024-05-24,CUST8250,Female,Tamil Nadu,South,Fashion,Unknown,Item 423,5,14315,10.96,63730.86,Unknown
ORD19135,2024-11-17,CUST3515,Unknown,Delhi,North,Electronics,Unknown,Item 846,4,44318,10.82,158089.96,UPI
ORD19136,2024-07-04,CUST9224,Male,Punjab,North,Electronics,Mobile,mobiles 188,1,22794,5.22,21603.63,Credit Card
ORD19137,2024-02-12,CUST5505,Female,Tamil Nadu,South,Home & Kitchen,Home Decor,Decor 784,2,5670,14.88,9652.29,UPI
ORD19138,2024-03-07,CUST9934,Male,Maharashtra,West,Electronics,Unknown,Mobile Phones 135,2,32338,9.84,58309.05,Debit Card
ORD19139,2024-08-05,CUST2659,Male,Maharashtra,West,Fashion,Unknown,Men Wear 981,4,36008,14.28,123464.84,Debit Card
ORD19140,2024-07-22,CUST7054,Female,Punjab,North,Home & Kitchen,Unknown,decor_items 431,2,12061,9.64,21795.61,COD
ORD19141,2024-12-27,CUST4059,Male,Maharashtra,West,Fashion,Women Wear,Women Wear 244,3,47710,16.13,120044.87,Credit Card
ORD19142,2024-10-07,CUST6806,Female,Haryana,North,Home & Kitchen,Unknown,Item 698,5,13680,18.77,55561.34,Debit Card
ORD19143,2024-02-27,CUST3318,Unknown,Delhi,North,Beauty,Skin Care,Skincare 505,1,18733,23.66,14301.26,Credit Card
ORD19144,2024-11-05,CUST8945,Other,Haryana,North,Fashion,Unknown,Men Wear 354,5,48802,19.54,196320.1,Credit Card
ORD19145,2024-07-03,CUST7238,Female,West Bengal,East,Home & Kitchen,Unknown,Item 515,2,25352,9.32,45977.2,UPI
ORD19146,2024-09-02,CUST7806,Male,Punjab,North,Beauty,Hair Care,Haircare 687,2,10548,19.99,16878.64,Debit Card
ORD19147,2024-02-27,CUST9140,Other,Punjab,North,Home & Kitchen,Home Decor,Decor 854,5,48862,6.12,229356.34,Debit Card
ORD19148,2024-10-08,CUST7990,Male,West Bengal,East,Electronics,Unknown,Item 607,2,40343,5.81,76001.14,Debit Card
ORD19149,2024-02-23,CUST4061,Unknown,Delhi,North,Home & Kitchen,Furniture,Furniture 306,3,18249,6.24,51330.73,Debit Card
ORD19150,2024-03-09,CUST9580,Male,Maharashtra,West,Home & Kitchen,Home Decor,Decor 203,3,47307,5.84,133627.99,Debit Card
ORD19151,2024-09-20,CUST8539,Other,Haryana,North,Beauty,Skin Care,skin_care 393,5,8389,19.39,33813.37,Debit Card
ORD19152,2024-09-10,CUST4198,Female,Haryana,North,Home & Kitchen,Unknown,decor_items 787,4,20613,11.88,72658.62,COD
ORD19153,2024-09-12,CUST6986,Male,Tamil Nadu,South,Home & Kitchen,Home Decor,Decor 711,1,24896,5.32,23571.09,COD
ORD19154,2024-04-09,CUST4520,Unknown,Maharashtra,West,Electronics,Unknown,Mobile Phones 601,5,21544,20.27,85881.05,Debit Card
ORD19155,2024-08-23,CUST8282,Male,Punjab,North,Electronics,Unknown,Item 968,5,26695,11.65,117931.67,UPI
ORD19156,2024-10-27,CUST3912,Female,Maharashtra,West,Electronics,Accessories,Accessories 496,4,10115,8.41,37057.33,Credit Card
ORD19157,2024-02-08,CUST4153,Male,Tamil Nadu,South,Beauty,Skin Care,Skincare 813,1,42483,27.02,31004.07,Credit Card
ORD19158,2024-07-19,CUST3271,Male,Delhi,North,Electronics,Unknown,Item 491,2,4754,12.9,8281.93,Debit Card
ORD19159,2024-11-02,CUST1222,Other,Delhi,North,Fashion,Ethnic,Ethnic 933,4,23686,26.49,69647.71,Credit Card
ORD19160,2024-04-08,CUST2301,Female,West Bengal,East,Electronics,Unknown,Item 689,1,22639,18.33,18489.26,Credit Card
ORD19161,2024-05-15,CUST3953,Female,Tamil Nadu,South,Fashion,Unknown,Item 803,3,23584,27.64,51197.04,COD
ORD19162,2024-09-14,CUST5321,Male,Tamil Nadu,South,Home & Kitchen,Home Decor,Decor 540,3,7016,13.3,18249.2,Unknown
ORD19163,2024-12-16,CUST7299,Other,Delhi,North,Home & Kitchen,Unknown,Item 147,3,42856,18.65,104588.95,Credit Card
ORD19164,2024-04-07,CUST9927,Male,Maharashtra,West,Fashion,Ethnic,Ethnic 399,3,14170,24.1,32265.45,UPI
ORD19165,2024-04-26,CUST9873,Unknown,Delhi,North,Fashion,Unknown,Men Wear 710,3,48444,10.99,129358.72,Credit Card
ORD19166,2024-03-09,CUST1750,Female,Punjab,North,Home & Kitchen,Furniture,Furniture 456,3,13750,6.39,38614.85,Unknown
ORD19167,2024-10-01,CUST7104,Unknown,Delhi,North,Home & Kitchen,Furniture,Furniture 988,3,47955,9.37,130389.27,Unknown
ORD19168,2024-01-14,CUST2209,Male,Tamil Nadu,South,Beauty,Makeup,Makeup 693,5,23469,34.78,76530.06,Credit Card
ORD19169,2024-11-26,CUST1891,Other,Maharashtra,West,Electronics,Mobile,Mobiles 587,3,18716,11.55,49662.42,COD
ORD19170,2024-06-18,CUST4922,Unknown,Haryana,North,Home & Kitchen,Unknown,decor_items 119,3,39099,6.13,110101.43,UPI
ORD19171,2024-04-17,CUST6277,Female,West Bengal,East,Home & Kitchen,Unknown,Item 636,5,19510,16.51,81444.01,COD
ORD19172,2024-06-14,CUST4004,Male,Haryana,North,Beauty,Skin Care,skin_care 839,4,47478,30.78,131448.09,Credit Card
ORD19173,2024-11-04,CUST2634,Male,West Bengal,East,Beauty,Makeup,Makeup 899,5,45875,20.73,181818.43,COD
ORD19174,2024-10-22,CUST1213,Male,Tamil Nadu,South,Home & Kitchen,Home Decor,Decor 137,3,5710,7.91,15774.47,COD
ORD19175,2024-10-13,CUST8436,Male,Punjab,North,Fashion,Ethnic,Ethnic 661,3,35589,14.28,91524.69,UPI
ORD19176,2024-05-03,CUST9772,Male,Haryana,North,Beauty,Hair Care,Haircare 951,2,21389,23.03,32925.15,UPI
ORD19177,2024-10-09,CUST3665,Female,Haryana,North,Fashion,Unknown,Men Wear 761,4,32766,29.94,91819.3,Debit Card
ORD19178,2024-04-27,CUST9066,Male,Punjab,North,Home & Kitchen,Unknown,Item 302,1,26581,6.87,24754.61,Debit Card
ORD19179,2024-09-17,CUST7787,Female,Haryana,North,Home & Kitchen,Unknown,Item 950,1,37862,13.01,32937.92,UPI
ORD19180,2024-05-13,CUST8131,Male,Maharashtra,West,Electronics,Unknown,Mobile Phones 257,2,29342,11.0,52226.97,COD
ORD19181,2024-03-16,CUST7178,Male,West Bengal,East,Fashion,Unknown,Item 416,2,6549,15.57,11058.69,Debit Card
ORD19182,2024-03-04,CUST1224,Female,Tamil Nadu,South,Home & Kitchen,Unknown,decor_items 531,4,26722,14.94,90921.69,Credit Card
ORD19183,2024-01-19,CUST2571,Unknown,Punjab,North,Electronics,Accessories,Accessories 560,3,23531,10.24,63361.96,Unknown
ORD19184,2024-09-23,CUST3506,Other,Haryana,North,Home & Kitchen,Home Decor,Decor 802,3,1774,11.35,4717.8,COD
ORD19185,2024-05-18,CUST8827,Male,West Bengal,East,Home & Kitchen,Unknown,decor_items 331,1,16154,12.74,14096.01,UPI
ORD19186,2024-07-16,CUST4757,Male,Punjab,North,Electronics,Unknown,Mobile Phones 231,3,3210,9.18,8746.28,COD
ORD19187,2024-06-25,CUST2626,Male,West Bengal,East,Electronics,Unknown,Item 783,4,11691,9.14,42487.53,COD
ORD19188,2024-03-11,CUST5855,Female,Delhi,North,Home & Kitchen,Furniture,Furniture 941,1,48306,20.1,38594.61,Debit Card
ORD19189,2024-09-15,CUST7529,Male,Tamil Nadu,South,Beauty,Skin Care,Skincare 771,2,28687,16.88,47686.79,COD
ORD19190,2024-04-02,CUST5688,Female,West Bengal,East,Electronics,Unknown,Item 158,4,46003,7.44,170322.43,COD
ORD19191,2024-12-25,CUST5937,Male,Punjab,North,Fashion,Ethnic,Ethnic 944,4,14838,13.88,51115.09,Credit Card
ORD19192,2024-12-03,CUST1415,Unknown,Punjab,North,Fashion,Unknown,Men Wear 334,4,40011,18.19,130930.84,Debit Card
ORD19193,2024-12-04,CUST7516,Male,Delhi,North,Fashion,Unknown,Men Wear 513,1,44295,10.87,39479.1,COD
ORD19194,2024-07-30,CUST2750,Other,Maharashtra,West,Fashion,Unknown,Item 179,3,8393,27.35,18292.91,UPI
ORD19195,2024-10-01,CUST8707,Female,West Bengal,East,Electronics,Unknown,Mobile Phones 909,5,16645,5.47,78672.55,COD
ORD19196,2024-02-25,CUST4499,Male,Tamil Nadu,South,Home & Kitchen,Appliances,Appliances 964,4,18543,9.56,67084.73,Debit Card
ORD19197,2024-12-18,CUST8637,Male,Punjab,North,Home & Kitchen,Unknown,decor_items 365,2,8343,8.59,15252.99,COD
ORD19198,2024-03-04,CUST3535,Male,West Bengal,East,Beauty,Unknown,Item 433,4,34637,23.84,105523.86,Debit Card
ORD19199,2024-03-03,CUST3256,Unknown,Punjab,North,Fashion,Ethnic,Ethnic 125,3,5641,11.5,14976.91,COD
ORD19200,2024-04-20,CUST1285,Male,Delhi,North,Beauty,Skin Care,Skincare 374,2,15783,32.56,21289.25,Credit Card
ORD19201,2024-06-21,CUST1373,Unknown,Tamil Nadu,South,Beauty,Makeup,Makeup 350,4,20034,15.23,67931.92,Debit Card
ORD19202,2024-08-12,CUST6022,Male,Tamil Nadu,South,Fashion,Ethnic,Ethnic 284,3,40710,21.65,95684.55,UPI
ORD19203,2024-10-10,CUST1183,Female,Maharashtra,West,Beauty,Skin Care,Skincare 648,5,45323,20.84,179393.21,Debit Card
ORD19204,2024-04-16,CUST3406,Male,Tamil Nadu,South,Home & Kitchen,Home Decor,Decor 103,2,2632,14.88,4480.93,Unknown
ORD19205,2024-05-22,CUST8258,Female,Maharashtra,West,Beauty,Unknown,Item 850,4,21589,27.52,62588.63,Unknown
ORD19206,2024-03-17,CUST7256,Female,Haryana,North,Electronics,Unknown,Item 811,3,17417,19.32,42155.66,Credit Card
ORD19207,2024-07-10,CUST6268,Female,Tamil Nadu,South,Beauty,Hair Care,Haircare 386,2,37762,16.3,63210.39,Debit Card
ORD19208,2024-03-09,CUST6776,Other,West Bengal,East,Home & Kitchen,Appliances,Appliances 877,4,15325,15.89,51560.05,Credit Card
ORD19209,2024-11-01,CUST5379,Male,Maharashtra,West,Beauty,Makeup,Makeup 291,1,33350,35.45,21527.16,UPI
ORD19210,2024-06-19,CUST4751,Male,West Bengal,East,Electronics,Unknown,Item 585,2,6855,5.64,12936.39,COD
ORD19211,2024-05-03,CUST3804,Male,Delhi,North,Beauty,Makeup,Makeup 511,1,15324,20.65,12159.82,Debit Card
ORD19212,2024-10-21,CUST4536,Female,West Bengal,East,Electronics,Mobile,Mobiles 952,4,3831,15.39,12965.56,Debit Card
ORD19213,2024-05-22,CUST7532,Male,Delhi,North,Fashion,Unknown,Item 983,5,16366,17.84,67232.41,UPI
ORD19214,2024-11-22,CUST2253,Unknown,Punjab,North,Home & Kitchen,Unknown,decor_items 891,4,18782,19.13,60757.55,Debit Card
ORD19215,2024-04-05,CUST3772,Unknown,Haryana,North,Beauty,Unknown,Item 129,4,5185,30.66,14381.07,Credit Card
ORD19216,2024-03-27,CUST2897,Male,Haryana,North,Electronics,Mobile,Mobiles 534,5,7731,16.06,32446.58,Debit Card
ORD19217,2024-11-10,CUST4965,Unknown,Tamil Nadu,South,Home & Kitchen,Unknown,Item 731,4,1197,18.91,3882.77,COD
ORD19218,2024-03-18,CUST5094,Female,Haryana,North,Beauty,Skin Care,skin_care 794,4,37933,21.36,119324.22,Debit Card
ORD19219,2024-09-27,CUST5051,Unknown,Delhi,North,Fashion,Unknown,Item 365,4,3508,13.65,12116.83,Unknown
ORD19220,2024-05-28,CUST3021,Other,Haryana,North,Fashion,Women Wear,Women Wear 829,4,33282,24.61,100365.62,UPI
ORD19221,2024-04-03,CUST7345,Female,Haryana,North,Electronics,Unknown,Item 168,1,33325,20.35,26544.84,Unknown
ORD19222,2024-08-04,CUST3126,Male,Punjab,North,Fashion,Ethnic,Ethnic 161,3,3583,28.36,7700.38,Debit Card
ORD19223,2024-06-23,CUST4848,Unknown,Tamil Nadu,South,Electronics,Mobile,Mobiles 969,2,28000,6.74,52223.52,UPI
ORD19224,2024-07-22,CUST8206,Female,Tamil Nadu,South,Home & Kitchen,Unknown,decor_items 373,4,9540,9.62,34488.3,Debit Card
ORD19225,2024-07-21,CUST7463,Male,Delhi,North,Beauty,Unknown,Item 546,5,6346,24.42,23982.55,Credit Card
ORD19226,2024-06-11,CUST4356,Female,Punjab,North,Fashion,Unknown,Men Wear 709,1,31500,26.39,23187.14,Unknown
ORD19227,2024-02-16,CUST4324,Female,Punjab,North,Electronics,Unknown,Item 219,1,38221,12.9,33291.56,COD
ORD19228,2024-03-26,CUST9686,Female,West Bengal,East,Electronics,Mobile,mobiles 742,1,28654,8.42,26241.37,COD
ORD19229,2024-05-05,CUST4732,Female,West Bengal,East,Fashion,Unknown,Men Wear 397,3,35120,19.33,84996.0,COD
ORD19230,2024-03-13,CUST3040,Female,Punjab,North,Home & Kitchen,Home Decor,Decor 812,3,7239,17.32,17955.0,COD
ORD19231,2024-07-22,CUST6603,Male,Haryana,North,Home & Kitchen,Furniture,Furniture 321,3,1759,13.4,4569.83,UPI
ORD19232,2024-05-25,CUST8968,Male,West Bengal,East,Electronics,Unknown,Mobile Phones 565,5,35783,11.68,158021.27,COD
ORD19233,2024-09-18,CUST5769,Female,Punjab,North,Electronics,Mobile,mobiles 715,3,47498,12.79,124263.78,COD
ORD19234,2024-11-15,CUST2076,Male,Delhi,North,Home & Kitchen,Unknown,Item 856,5,10967,8.86,49978.69,UPI
ORD19235,2024-01-18,CUST4690,Other,Haryana,North,Beauty,Unknown,Item 484,3,25970,32.66,52462.98,COD
ORD19236,2024-11-19,CUST9770,Male,Punjab,North,Electronics,Mobile,mobiles 662,3,13924,6.01,39260.1,Credit Card
ORD19237,2024-06-19,CUST3594,Male,West Bengal,East,Beauty,Makeup,Makeup 578,1,2412,20.24,1923.77,Debit Card
ORD19238,2024-02-18,CUST9355,Male,Punjab,North,Electronics,Mobile,mobiles 221,1,7219,11.8,6367.05,UPI
ORD19239,2024-03-09,CUST2865,Other,West Bengal,East,Home & Kitchen,Home Decor,Decor 678,1,1427,13.83,1229.7,Credit Card
ORD19240,2024-08-04,CUST8738,Female,West Bengal,East,Home & Kitchen,Unknown,Item 854,2,20583,9.14,37402.99,Unknown
ORD19241,2024-03-03,CUST1512,Other,Haryana,North,Beauty,Hair Care,Haircare 535,4,12395,24.54,37412.5,Debit Card
ORD19242,2024-09-14,CUST7373,Female,Punjab,North,Beauty,Unknown,Item 617,2,26693,30.51,37095.6,COD
ORD19243,2024-03-20,CUST8726,Male,Haryana,North,Beauty,Hair Care,Haircare 366,5,14054,41.16,41346.13,Credit Card
ORD19244,2024-03-16,CUST9217,Male,West Bengal,East,Beauty,Skin Care,skin_care 655,4,49139,46.42,105312.07,COD
ORD19245,2024-08-27,CUST3585,Male,Maharashtra,West,Electronics,Unknown,Mobile Phones 411,1,36031,11.31,31955.16,UPI
ORD19246,2024-10-21,CUST1610,Male,Delhi,North,Electronics,Mobile,mobiles 445,4,47753,18.57,155532.91,Debit Card
ORD19247,2024-09-21,CUST5910,Male,Haryana,North,Electronics,Accessories,Accessories 654,3,43807,13.14,114158.62,Debit Card
ORD19248,2024-01-30,CUST3931,Female,Punjab,North,Beauty,Makeup,Makeup 156,5,1691,26.16,6243.26,Credit Card
ORD19249,2024-01-24,CUST9309,Male,Maharashtra,West,Home & Kitchen,Appliances,Appliances 308,5,45797,7.27,212339.42,Debit Card
ORD19250,2024-05-22,CUST5097,Female,Delhi,North,Home & Kitchen,Furniture,Furniture 612,2,37534,8.06,69018.33,Unknown
ORD19251,2024-05-24,CUST9680,Male,Haryana,North,Beauty,Skin Care,Skincare 279,3,42610,23.92,97256.36,COD
ORD19252,2024-05-14,CUST3407,Unknown,Tamil Nadu,South,Beauty,Unknown,Item 867,4,25184,18.82,81781.09,Unknown
